"No.","Time","Source","Destination","Protocol","Length","Info"
"23","0.550987","192.168.0.10","192.168.0.60","TCP","54","63867  >  8009 [ACK] Seq=111 Ack=111 Win=511 Len=0"
"24","0.914624","192.168.0.10","20.54.232.160","TCP","1494","64114  >  443 [ACK] Seq=1 Ack=1 Win=512 Len=1440 [TCP segment of a reassembled PDU]"
"25","0.914624","192.168.0.10","20.54.232.160","TLSv1.2","235","Application Data"
"26","0.989224","2a0d:6fc0:8671:2600:acc4:d2e8:5e45:9565","2407:30c0:100:724:14b7:828c:a112:8f7f","TCP","74","64067  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"27","0.997833","20.54.232.160","192.168.0.10","TCP","56","443  >  64114 [ACK] Seq=1 Ack=1622 Win=2053 Len=0"
"28","1.150036","157.240.251.60","192.168.0.10","TLSv1.2","93","Application Data"
"29","1.150251","192.168.0.10","157.240.251.60","TCP","54","64157  >  443 [ACK] Seq=1 Ack=40 Win=1021 Len=0"
"30","1.151065","157.240.251.60","192.168.0.10","TCP","56","443  >  64157 [FIN, ACK] Seq=40 Ack=1 Win=265 Len=0"
"31","1.151207","192.168.0.10","157.240.251.60","TCP","54","64157  >  443 [ACK] Seq=1 Ack=41 Win=1021 Len=0"
"32","1.151242","192.168.0.10","157.240.251.60","TCP","54","64157  >  443 [FIN, ACK] Seq=1 Ack=41 Win=1021 Len=0"
"33","1.245262","157.240.251.60","192.168.0.10","TCP","56","443  >  64157 [ACK] Seq=41 Ack=2 Win=265 Len=0"
"34","1.272379","20.54.232.160","192.168.0.10","TCP","1514","[TCP Previous segment not captured] 443  >  64114 [ACK] Seq=1461 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"35","1.272379","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=2921 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"36","1.272486","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=4381 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"37","1.272562","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=5841 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"38","1.272562","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=7301 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"39","1.272618","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=8761 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"40","1.272618","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=10221 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"41","1.272618","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=11681 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"42","1.272683","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=13141 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"43","1.272683","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=14601 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"44","1.272730","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=16061 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"45","1.272793","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#1] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=2921"
"46","1.272878","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#2] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=4381"
"47","1.272928","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#3] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=5841"
"48","1.272990","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#4] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=7301"
"49","1.273051","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#5] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=8761"
"50","1.273104","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#6] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=10221"
"51","1.273131","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#7] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=11681"
"52","1.273158","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#8] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=13141"
"53","1.273199","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#9] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=14601"
"54","1.273226","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#10] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=16061"
"55","1.273265","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#11] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=17521"
"56","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"57","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"58","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"59","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"60","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"61","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"62","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"63","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"64","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"65","1.277599","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"66","1.277738","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"67","1.277738","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"68","1.277738","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"69","1.277738","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"70","1.277738","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"71","1.277822","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#12] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=18981"
"72","1.277885","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#13] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=20441"
"73","1.277996","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#14] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=21901"
"74","1.278060","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#15] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=23361"
"75","1.278121","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#16] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=24821"
"76","1.278182","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#17] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=26281"
"77","1.278236","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#18] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=27741"
"78","1.278261","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#19] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=29201"
"79","1.278300","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#20] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=30661"
"80","1.278326","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#21] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=32121"
"81","1.278358","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#22] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=33581"
"82","1.278391","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#23] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=35041"
"83","1.278417","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#24] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=36501"
"84","1.278453","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#25] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=37961"
"85","1.278508","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#26] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=39421"
"86","1.278702","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"87","1.278702","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"88","1.278793","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#27] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=40881"
"89","1.278858","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#28] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=42341"
"90","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"91","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"92","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"93","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"94","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"95","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"96","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"97","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"98","1.282827","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"99","1.282978","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#29] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=43801"
"100","1.283032","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#30] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=45261"
"101","1.283061","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#31] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=46721"
"102","1.283087","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#32] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=48181"
"103","1.283114","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#33] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=49641"
"104","1.283157","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#34] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=51101"
"105","1.283217","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#35] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=52561"
"106","1.283279","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#36] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=54021"
"107","1.283334","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#37] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=55481"
"108","1.292436","192.168.0.10","192.168.0.14","TCP","164","64068  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=507 Len=110 [TCP segment of a reassembled PDU]"
"109","1.307313","192.168.0.14","192.168.0.10","TCP","164","8009  >  64068 [PSH, ACK] Seq=1 Ack=111 Win=746 Len=110 [TCP segment of a reassembled PDU]"
"110","1.354824","192.168.0.10","192.168.0.14","TCP","54","64068  >  8009 [ACK] Seq=111 Ack=111 Win=513 Len=0"
"111","1.370666","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"112","1.370666","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=56941 Ack=1622 Win=2053 Len=1460"
"113","1.370820","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#38] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=56941"
"114","1.370902","192.168.0.10","20.54.232.160","TCP","66","[TCP Dup ACK 24#39] 64114  >  443 [ACK] Seq=1622 Ack=1 Win=512 Len=0 SLE=1461 SRE=58401"
"115","1.387306","20.54.232.160","192.168.0.10","TCP","1514","[TCP Fast Retransmission] 443  >  64114 [ACK] Seq=1 Ack=1622 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"116","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"117","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"118","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"119","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"120","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"121","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"122","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"123","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"124","1.387306","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"125","1.387620","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=58401 Win=517 Len=0"
"126","1.387715","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"127","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"128","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"129","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"130","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"131","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"132","1.387884","20.54.232.160","192.168.0.10","TLSv1.2","1514","Ignored Unknown Record"
"133","1.387906","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=61321 Win=517 Len=0"
"134","1.387936","2a0d:6fc0:8671:2600:acc4:d2e8:5e45:9565","2407:30c0:182::aa72:3404","TCP","74","64103  >  443 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
"135","1.387976","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=64241 Win=517 Len=0"
"136","1.388034","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=67161 Win=517 Len=0"
"137","1.388097","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=70081 Win=517 Len=0"
"138","1.388155","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=73001 Win=517 Len=0"
"139","1.388221","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=75921 Win=517 Len=0"
"140","1.388278","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=78841 Win=517 Len=0"
"141","1.388331","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=81761 Win=517 Len=0"
"142","1.465550","20.54.232.160","192.168.0.10","TLSv1.2","479","Ignored Unknown Record"
"143","1.512891","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=1622 Ack=82186 Win=515 Len=0"
"144","1.810774","192.168.0.10","192.168.0.3","TCP","164","63812  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=508 Len=110 [TCP segment of a reassembled PDU]"
"145","1.925971","192.168.0.3","192.168.0.10","TCP","164","8009  >  63812 [PSH, ACK] Seq=1 Ack=111 Win=712 Len=110 [TCP segment of a reassembled PDU]"
"147","1.958890","157.240.251.60","192.168.0.10","TLSv1.2","131","Application Data"
"148","1.975193","192.168.0.10","192.168.0.3","TCP","54","63812  >  8009 [ACK] Seq=111 Ack=111 Win=508 Len=0"
"149","2.006754","192.168.0.10","157.240.251.60","TCP","54","64126  >  443 [ACK] Seq=1 Ack=78 Win=514 Len=0"
"154","2.195952","192.168.0.10","20.54.232.160","TCP","1494","64114  >  443 [ACK] Seq=1622 Ack=82186 Win=515 Len=1440 [TCP segment of a reassembled PDU]"
"155","2.195952","192.168.0.10","20.54.232.160","TLSv1.2","232","Application Data"
"156","2.287881","20.54.232.160","192.168.0.10","TCP","56","443  >  64114 [ACK] Seq=82186 Ack=3240 Win=2053 Len=0"
"157","2.423467","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=82186 Ack=3240 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"158","2.423467","20.54.232.160","192.168.0.10","TCP","1514","443  >  64114 [ACK] Seq=83646 Ack=3240 Win=2053 Len=1460 [TCP segment of a reassembled PDU]"
"159","2.423611","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=3240 Ack=85106 Win=517 Len=0"
"160","2.427157","20.54.232.160","192.168.0.10","TLSv1.2","300","Application Data"
"161","2.427313","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [ACK] Seq=3240 Ack=85353 Win=516 Len=0"
"162","2.428386","192.168.0.10","20.54.232.160","TLSv1.2","85","Encrypted Alert"
"163","2.428513","192.168.0.10","20.54.232.160","TCP","54","64114  >  443 [FIN, ACK] Seq=3271 Ack=85353 Win=516 Len=0"
"164","2.451626","192.168.0.10","20.54.232.160","TCP","66","64191  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"165","2.503897","20.54.232.160","192.168.0.10","TCP","56","443  >  64114 [ACK] Seq=85353 Ack=3272 Win=2053 Len=0"
"166","2.576948","192.168.0.10","192.168.0.14","TCP","164","63866  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=511 Len=110 [TCP segment of a reassembled PDU]"
"167","2.592847","192.168.0.10","192.168.0.14","TCP","164","63868  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=511 Len=110 [TCP segment of a reassembled PDU]"
"168","2.594488","20.54.232.160","192.168.0.10","TCP","66","443  >  64191 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 WS=256 SACK_PERM"
"169","2.594488","192.168.0.14","192.168.0.10","TCP","164","8009  >  63866 [PSH, ACK] Seq=1 Ack=111 Win=712 Len=110 [TCP segment of a reassembled PDU]"
"170","2.594726","192.168.0.10","20.54.232.160","TCP","54","64191  >  443 [ACK] Seq=1 Ack=1 Win=132352 Len=0"
"171","2.595280","192.168.0.10","20.54.232.160","TLSv1.2","271","Client Hello"
"172","2.595901","192.168.0.14","192.168.0.10","TCP","164","8009  >  63868 [PSH, ACK] Seq=1 Ack=111 Win=712 Len=110 [TCP segment of a reassembled PDU]"
"173","2.640348","192.168.0.10","192.168.0.14","TCP","54","63866  >  8009 [ACK] Seq=111 Ack=111 Win=511 Len=0"
"174","2.640563","192.168.0.10","192.168.0.14","TCP","54","63868  >  8009 [ACK] Seq=111 Ack=111 Win=511 Len=0"
"175","2.726049","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=1 Ack=218 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"176","2.726049","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=1461 Ack=218 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"177","2.726049","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=2921 Ack=218 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"178","2.726049","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=4381 Ack=218 Win=525312 Len=1460 [TCP segment of a reassembled PDU]"
"179","2.726049","20.54.232.160","192.168.0.10","TLSv1.2","499","Server Hello, Certificate, Certificate Status, Server Key Exchange, Certificate Request, Server Hello Done"
"180","2.726266","192.168.0.10","20.54.232.160","TCP","54","64191  >  443 [ACK] Seq=218 Ack=2921 Win=132352 Len=0"
"181","2.726419","192.168.0.10","20.54.232.160","TCP","54","64191  >  443 [ACK] Seq=218 Ack=5841 Win=132352 Len=0"
"182","2.735234","192.168.0.10","20.54.232.160","TLSv1.2","219","Certificate, Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"184","2.823026","20.54.232.160","192.168.0.10","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"185","2.824464","192.168.0.10","20.54.232.160","TCP","1494","64191  >  443 [ACK] Seq=383 Ack=6337 Win=131840 Len=1440 [TCP segment of a reassembled PDU]"
"186","2.824464","192.168.0.10","20.54.232.160","TLSv1.2","231","Application Data"
"187","2.927748","20.54.232.160","192.168.0.10","TCP","56","443  >  64191 [ACK] Seq=6337 Ack=2000 Win=525568 Len=0"
"188","2.958697","192.168.0.10","35.186.224.40","TLSv1.2","97","Application Data"
"189","2.973135","35.186.224.40","192.168.0.10","TCP","56","443  >  64132 [ACK] Seq=1 Ack=44 Win=268 Len=0"
"190","3.021207","192.168.0.10","192.168.0.60","TCP","55","64057  >  8008 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"191","3.021560","192.168.0.10","192.168.0.14","TCP","55","64058  >  8008 [ACK] Seq=1 Ack=1 Win=508 Len=1"
"192","3.026922","192.168.0.60","192.168.0.10","TCP","66","8008  >  64057 [ACK] Seq=1 Ack=2 Win=1386 Len=0 SLE=1 SRE=2"
"193","3.027124","192.168.0.14","192.168.0.10","TCP","66","8008  >  64058 [ACK] Seq=1 Ack=2 Win=679 Len=0 SLE=1 SRE=2"
"194","3.069791","35.186.224.40","192.168.0.10","TLSv1.2","94","Application Data"
"195","3.082708","20.54.232.160","192.168.0.10","TLSv1.2","444","Application Data"
"196","3.092317","192.168.0.10","20.54.232.160","TCP","1494","64191  >  443 [ACK] Seq=2000 Ack=6727 Win=131584 Len=1440 [TCP segment of a reassembled PDU]"
"197","3.092317","192.168.0.10","20.54.232.160","TLSv1.2","231","Application Data"
"198","3.116845","192.168.0.10","35.186.224.40","TCP","54","64132  >  443 [ACK] Seq=44 Ack=41 Win=512 Len=0"
"199","3.170455","20.54.232.160","192.168.0.10","TCP","56","443  >  64191 [ACK] Seq=6727 Ack=3617 Win=525568 Len=0"
"200","3.319871","20.54.232.160","192.168.0.10","TLSv1.2","444","Application Data"
"201","3.372779","192.168.0.10","20.54.232.160","TCP","54","64191  >  443 [ACK] Seq=3617 Ack=7117 Win=131072 Len=0"
"202","3.412350","192.168.0.10","20.54.232.160","TCP","1494","64191  >  443 [ACK] Seq=3617 Ack=7117 Win=131072 Len=1440 [TCP segment of a reassembled PDU]"
"203","3.412350","192.168.0.10","20.54.232.160","TLSv1.2","235","Application Data"
"204","3.491892","20.54.232.160","192.168.0.10","TCP","56","443  >  64191 [ACK] Seq=7117 Ack=5238 Win=525568 Len=0"
"205","3.565738","192.168.0.10","192.168.0.60","TCP","164","64050  >  8009 [PSH, ACK] Seq=1 Ack=1 Win=512 Len=110 [TCP segment of a reassembled PDU]"
"206","3.571898","192.168.0.60","192.168.0.10","TCP","164","8009  >  64050 [PSH, ACK] Seq=1 Ack=111 Win=1453 Len=110 [TCP segment of a reassembled PDU]"
"207","3.613674","192.168.0.10","192.168.0.60","TCP","54","64050  >  8009 [ACK] Seq=111 Ack=111 Win=512 Len=0"
"208","3.800313","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=7117 Ack=5238 Win=525568 Len=1460 [TCP segment of a reassembled PDU]"
"209","3.800313","20.54.232.160","192.168.0.10","TCP","1514","443  >  64191 [ACK] Seq=8577 Ack=5238 Win=525568 Len=1460 [TCP segment of a reassembled PDU]"
